,GLRLM0,GLRLM1,GLRLM4,correlation_45,ASM_0,energy_90,Label
817,1.995,139.265,29.82,0.250853481,0.000491321,0.023232958,1
818,1.729,552.781,18.448,0.155679339,0.00049215,0.022379579,1
819,1.478,755.571,14.376,0.10817507,0.00073191,0.028488988,1
820,1.762,405.288,20.272,0.451912907,0.000711826,0.027748983,1
821,1.926,285.109,24.374,0.574749725,0.000384485,0.019729356,1
822,1.687,687.502,15.63,0.187933073,0.00082508,0.029245671,1
823,1.852,207.653,24.974,0.547119774,0.000729011,0.028936071,1
824,1.927,223.141,26.868,0.122187061,0.000492771,0.022393453,1
825,1.652,803.484,15.049,0.259108319,0.001399221,0.035033868,1
826,1.869,373.928,23.206,0.096481942,0.00041989,0.020697326,1
827,1.795,598.457,20.701,0.159512637,0.000724663,0.027426266,1
828,2.111,94.805,35.977,0.186728181,0.000397322,0.019865314,1
829,1.695,402.963,19.111,0.375664894,0.000905415,0.03044581,1
830,1.867,314.796,22.658,0.16463411,0.001101902,0.032322698,1
831,1.683,556.612,16.552,-0.063291248,0.000771869,0.027808611,1
832,2.005,163.757,28.377,-0.015921467,0.000495048,0.022550084,1
833,1.709,548.978,18.289,0.465924862,0.00054888,0.024801921,1
834,1.804,471.567,20.491,0.187307079,0.000630043,0.024406411,1
835,2.098,109.265,34.254,0.075254189,0.000435212,0.02149716,1
836,1.936,260.093,25.691,0.34925709,0.000398772,0.021269619,1
837,1.869,283.345,23.868,0.029770622,0.000441009,0.021698475,1
838,1.855,293.56,23.201,-0.06580461,0.000837917,0.028346915,1
839,1.786,385.554,21.956,-0.062486618,0.000538321,0.023281921,1
840,1.782,289.134,22.459,0.361211543,0.000446185,0.021888483,1
841,1.721,711.735,16.581,0.469799309,0.001367128,0.034383655,1
842,1.813,426.864,20.815,0.403073478,0.000484489,0.021784184,1
843,1.615,511.988,17.781,-0.05477405,0.00047952,0.021784184,1
844,1.832,319.668,21.23,0.254326719,0.000543911,0.023634965,1
845,1.96,145.963,30.635,0.383579452,0.000396701,0.02020633,1
846,1.805,172.845,26.236,0.347239968,0.000453639,0.021206251,1
847,1.772,344.103,20.693,0.128546319,0.000749301,0.028119579,1
848,1.714,868.827,15.714,0.364710413,0.000514925,0.023000085,1
849,1.819,313.592,23.355,0.207916787,0.000507057,0.022705635,1
850,1.92,183.535,27.753,-0.061030955,0.000722385,0.027979331,1
851,1.958,234.195,26.993,0.670579838,0.000420304,0.019964082,1
852,1.661,427.684,19.237,0.160299463,0.000440802,0.02109858,1
853,1.818,659.934,17.731,0.381684141,0.000801063,0.027674269,1
854,1.941,234.816,26.829,-0.05204568,0.000406225,0.020455832,1
855,1.837,250.997,25.623,0.303359377,0.000435419,0.021172051,1
856,1.766,256.042,23.903,-0.198406531,0.000500224,0.023063013,1
857,1.669,924.962,14.897,0.317285894,0.001155734,0.03543054,1
858,2.1,114.541,33.808,0.398357308,0.000406225,0.020201206,1
859,1.683,573.554,17.016,0.28331725,0.000572277,0.024444556,1
860,1.91,126.452,30.735,0.350835674,0.00044515,0.021196485,1
861,1.821,308.238,22.015,0.041807831,0.000753028,0.027975631,1
862,1.935,493.427,21.334,0.276607005,0.000534387,0.022964049,1
863,1.832,256.044,24.293,0.213323766,0.000506022,0.022614264,1
864,1.833,332.947,21.182,0.054175373,0.000646192,0.025904398,1
865,1.833,496.356,19.593,0.069235704,0.000839988,0.029103735,1
866,1.722,383.981,21.316,0.100278426,0.000553642,0.024642798,1
867,1.751,429.147,19.768,0.39702317,0.000641016,0.026637351,1
868,1.787,620.07,17.222,0.387953192,0.000658201,0.027358239,1
869,2.087,126.281,33.721,0.322357174,0.000403741,0.020103603,1
870,1.914,420.212,22.446,0.081107397,0.000555299,0.024025939,1
871,1.716,375.62,19.874,0.191053404,0.000650126,0.025968261,1
872,1.772,934.416,14.921,0.117221333,0.001271059,0.037328584,1
873,1.937,558.996,20.858,0.070397921,0.000434798,0.020496278,1
874,1.944,223.849,25.461,0.075827601,0.000644536,0.02658678,1
875,2.041,223.843,28.945,0.407118806,0.000402913,0.020119045,1
876,1.767,681.81,17.396,-0.053405061,0.000610373,0.025876408,1
877,1.796,348.976,21.056,0.250168456,0.000805618,0.029446747,1
878,1.901,223.182,26.24,0.002176396,0.000528383,0.022508729,1
879,1.96,148.003,29.286,0.200974374,0.000490286,0.022891806,1
880,1.883,295.447,23.694,-0.092320304,0.000744746,0.028229809,1
881,1.95,250.475,25.308,0.40421057,0.000451154,0.021390953,1
882,1.996,142.868,30.69,0.195180874,0.000427965,0.021235521,1
883,1.878,178.82,26.772,-0.003569548,0.000695676,0.027411164,1
884,1.784,336.577,21.699,0.216205635,0.000505815,0.022678263,1
885,1.612,645.347,15.726,0.543238986,0.000641016,0.026528309,1
886,1.931,314.888,24.355,-0.060161831,0.000420926,0.020476065,1
887,1.791,627.857,17.844,0.28939681,0.000757376,0.028273781,1
888,1.793,513.581,19.424,0.299574805,0.001106664,0.034132842,1
889,1.892,252.137,24.619,0.634545826,0.000448877,0.021750893,1
890,1.993,177.546,29.493,0.202081782,0.000392974,0.019834022,1
891,1.666,760.026,15.387,0.120984737,0.000932331,0.031890635,1
892,1.737,397.016,20.029,0.214138584,0.000527348,0.022787556,1
893,1.869,616.148,18.466,-0.020252262,0.000591118,0.025211761,1
894,1.967,243.915,26.035,0.076788164,0.000374133,0.019592455,1
895,1.554,604.218,16.784,0.077160588,0.000611615,0.024625989,1
896,1.915,232.429,25.875,-0.135647927,0.000612858,0.025318295,1
897,2.056,114.868,33.612,0.108725686,0.000460472,0.021812679,1
898,1.887,238.305,26.057,0.200479094,0.000429829,0.020817022,1
899,1.775,241.709,23.557,0.561816078,0.000393388,0.020026211,1
900,1.637,527.504,17.942,0.359400206,0.000924877,0.031642962,1
901,1.987,462.467,21.167,0.002403637,0.000436247,0.02140063,1
902,1.767,1871.103,11.661,0.133761515,0.001297354,0.037078147,1
903,1.87,143.609,28.789,0.247163789,0.000626316,0.024814439,1
904,1.877,416.764,21.003,0.032807716,0.000653025,0.025964274,1
905,1.718,396.581,20.43,0.315520731,0.000916802,0.030093547,1
906,1.799,478.004,19.756,0.049442643,0.001008731,0.03266677,1
907,1.757,246.444,24.005,0.038928295,0.000649919,0.025456938,1
908,1.862,445.538,20.693,0.348694534,0.00059588,0.024726674,1
909,1.941,148.995,28.717,-0.075931317,0.000589876,0.025183001,1
910,1.964,840.762,17.407,0.035311958,0.000661928,0.02511302,1
911,1.711,542.258,19.266,0.411058644,0.000415335,0.020607097,1
912,1.812,262.147,24.183,0.012972225,0.000585735,0.023826909,1
913,1.83,762.487,17.972,-0.11540649,0.000752614,0.026516599,1
914,1.731,756.342,17.01,0.566817239,0.00093937,0.030557812,1
915,1.634,785.187,14.89,0.375826144,0.001082853,0.031910106,1
916,2.01,123.407,32.136,0.288851874,0.000387384,0.020155032,1
917,1.873,253.855,23.979,0.241498247,0.000667104,0.025574597,1
918,1.893,337.394,24.042,0.22117195,0.000442458,0.021274486,1
919,1.794,302.189,22.35,0.34267184,0.000617206,0.025699775,1
920,1.78,496.246,19.052,0.143311557,0.000998585,0.029573038,1
921,1.687,611.769,16.395,0.433774137,0.000725905,0.026489257,1
922,1.929,227.879,25.046,0.3694132,0.00061762,0.025084147,1
923,1.954,216.836,27.125,0.284440149,0.000430243,0.020807074,1
924,1.79,257.883,24.195,0.184889276,0.000967321,0.030968364,1
925,2.089,222.998,30.284,0.266347034,0.000391318,0.020026211,1
926,1.873,283.209,24.146,0.370857282,0.000528383,0.023428196,1
927,1.715,1371.802,11.414,0.38550005,0.00117354,0.035811259,1
928,1.71,912.973,13.916,0.120832254,0.001443114,0.038456904,1
929,1.799,308.758,22.294,-0.050900553,0.00045219,0.021395792,1
930,1.815,436.131,20.042,0.11417927,0.000544946,0.023080961,1
931,1.86,380.954,21.217,0.153056221,0.000471652,0.022189112,1
932,1.566,785.096,14.673,0.256207478,0.001032541,0.034398706,1
933,1.964,141.983,29.422,0.00788047,0.000437075,0.021167161,1
934,2.105,84.973,37.035,0.153992461,0.000378481,0.019645222,1
935,1.822,858.528,15.818,0.693754468,0.000713896,0.025379554,1
936,2.072,102.589,35.019,0.056816766,0.000427758,0.020592021,1
937,1.982,365.231,24.443,0.075488818,0.00043956,0.021196485,1
938,1.846,211.598,24.662,0.296179441,0.000512854,0.023228501,1
939,1.932,279.097,25.843,0.085940378,0.000429,0.020526561,1
940,1.704,647.758,17.367,0.393890504,0.000525691,0.022991081,1
941,2.044,117.541,32.74,0.389920178,0.000391939,0.019760814,1
942,1.81,304.631,23.132,0.010351285,0.000722592,0.025828356,1
943,1.577,941.557,13.617,0.29229922,0.000792367,0.029757991,1
944,1.942,140.093,30.56,0.290340057,0.000471031,0.022226404,1
945,1.921,385.377,21.882,0.167695342,0.000633977,0.025448803,1
946,1.688,413.927,18.535,0.094474845,0.000842886,0.03011418,1
947,1.797,518.771,18.503,0.252835708,0.000730667,0.02749036,1
948,1.942,255.88,25.653,0.289854995,0.000434177,0.021220891,1
949,2.094,131.995,32.693,0.2311216,0.000369578,0.019347872,1
950,1.808,270.999,23.841,0.222274676,0.00105366,0.031900372,1
951,1.672,841.227,15.347,0.436047389,0.00053977,0.022964049,1
952,1.746,276.695,22.737,0.334694498,0.000405604,0.019497114,1
953,1.742,283.065,23.792,0.330339631,0.000851168,0.02876743,1
954,1.863,159.319,28.222,0.259516694,0.000495876,0.02256844,1
955,1.814,263.587,23.155,0.172012361,0.000429622,0.021010074,1
956,1.716,454.084,20.514,0.21869542,0.000613686,0.024776864,1
957,1.775,293.159,22.817,0.455076755,0.000503951,0.023392819,1
958,1.849,258.855,24.798,0.073192139,0.000413265,0.020501329,1
959,1.803,503.683,19.117,0.146877596,0.000562338,0.024064687,1
960,1.689,674.162,16.098,0.033140396,0.000647435,0.027274864,1
961,1.517,550.165,17.053,0.415102775,0.000930881,0.031659316,1
962,1.754,394.485,21.445,0.143617172,0.000716795,0.027399831,1
963,2.015,168.828,29.557,0.257990376,0.000481797,0.021269619,1
964,1.677,559.345,18.261,0.37871818,0.000552814,0.024253231,1
965,1.678,537.646,17.616,0.30263842,0.000581801,0.024567065,1
966,1.846,230.341,25.143,0.374899724,0.000544739,0.024469953,1
967,1.958,282.598,24.544,0.104425241,0.000555506,0.024154858,1
968,1.485,665.13,16.102,0.097060799,0.000687395,0.025096525,1
969,1.753,303.425,22.669,0.411295864,0.000522585,0.022586781,1
970,1.706,763.808,17.079,0.122150911,0.000457366,0.021289079,1
971,1.903,144.582,29.025,0.047271505,0.000596708,0.025232283,1
972,1.896,209.761,25.892,0.454961825,0.000428586,0.021123099,1
973,1.838,314.529,22.204,0.212672216,0.000748473,0.026379602,1
974,1.896,149.066,28.383,0.329065266,0.000524656,0.022591364,1
975,1.783,233.198,25.048,0.172117947,0.000556748,0.024004385,1
976,1.627,1371.631,11.24,0.148006525,0.00156962,0.040410098,1
977,2.001,231.346,27.664,0.275348469,0.00044163,0.02048112,1
978,1.875,151.747,27.873,0.467372345,0.000652197,0.026000134,1
979,2.043,170.764,30.045,0.602963594,0.000404569,0.021506789,1
980,1.781,302.208,22.676,0.153014531,0.000833569,0.029231508,1
981,1.493,644.536,15.285,0.1739302,0.000784292,0.027252081,1
982,1.968,186.56,27.53,-0.054463615,0.000570827,0.023304143,1
983,1.696,592.473,18.124,0.661144111,0.000532524,0.022927956,1
984,1.753,547.015,19.182,0.194041848,0.000566686,0.02460496,1
985,1.833,568.57,19.188,0.043740761,0.00077394,0.027778813,1
986,1.933,382.953,23.399,0.318542123,0.000439146,0.021361895,1
987,1.734,218.484,24.308,0.531475194,0.000540184,0.022769377,1
988,1.854,300.072,24.423,-0.069999157,0.000883468,0.030059127,1
989,1.858,299.907,22.805,0.595062605,0.000524656,0.024512223,1
990,1.896,202.154,27.014,0.041362013,0.000588633,0.023930958,1
991,1.58,538.805,17.038,0.14431962,0.000828393,0.028104849,1
992,1.633,902.336,14.475,0.210577756,0.002076884,0.049812104,1
993,1.873,475.185,20.613,0.113542928,0.000533352,0.022691953,1
994,1.751,491.102,18.021,0.304940074,0.000686566,0.028572443,1
995,1.817,661.923,17.479,0.695611371,0.000863177,0.030401575,1
996,1.83,348.84,21.154,0.352753072,0.000922392,0.031151679,1
997,2.24,117.166,38.279,0.511930569,0.000384278,0.019523644,1
998,1.786,362.055,20.675,0.01756302,0.000459022,0.0220017,1
999,1.823,335.508,27.529,0.03705841,0.000722178,0.026582886,0
1000,1.818,321.675,27.196,0.261720398,0.000656545,0.02550569,0
1001,1.84,895.419,19.625,0.36060989,0.000633562,0.025956299,0
1002,1.893,456.156,26.291,0.435332149,0.000400635,0.019629407,0
1003,1.877,283.525,30.828,0.471392888,0.000406225,0.019995171,0
1004,1.833,307.673,28.347,0.697872508,0.000753235,0.031174933,0
1005,1.863,803.027,22.736,0.109581751,0.000440181,0.020344189,0
1006,1.885,343.442,30.217,0.597804224,0.000417613,0.020682315,0
1007,1.892,447.05,28.268,0.042691946,0.000373305,0.019299656,0
1008,1.868,221.386,31.233,0.480791101,0.00047041,0.022272932,0
1009,1.786,268.943,29.627,0.492570173,0.00043956,0.020717323,0
1010,1.912,337.906,29.679,0.106894196,0.000409745,0.0207772,0
1011,1.728,383.03,26.431,0.262900394,0.000421547,0.020602073,0
1012,1.874,298.853,28.358,0.135334461,0.000610166,0.025055241,0
1013,1.867,457.008,26.427,0.672358555,0.000431278,0.020990356,0
1014,1.944,260.646,32.477,0.205136552,0.000429207,0.020787163,0
1015,1.814,375.535,27.409,0.394491009,0.000479934,0.022137732,0
1016,1.832,745.33,22.183,0.135522444,0.000594224,0.023516405,0
1017,1.744,1037.331,18.768,0.098494613,0.000572484,0.023952577,0
1018,1.481,1409.409,13.712,0.755743915,0.000592153,0.023555991,0
1019,1.924,426.543,30.407,0.132880028,0.00040167,0.019979633,0
1020,1.848,545.054,25.714,0.037374316,0.000468753,0.021665053,0
1021,1.948,138.435,38.318,0.329117876,0.00037786,0.020817022,0
1022,1.814,614.123,24.478,0.103936248,0.00037434,0.0196083,0
1023,1.789,311.245,28.902,0.473916343,0.000400221,0.020283034,0
1024,1.801,269.08,29.179,0.187339827,0.000665862,0.026516599,0
1025,1.949,244.164,33.789,-0.048670702,0.0003996,0.019745091,0
1026,1.922,244.176,31.615,-0.08638164,0.000390904,0.019650491,0
1027,1.798,620.596,23.386,0.5709614,0.000430036,0.020323825,0
1028,1.883,260.81,31.384,0.140176599,0.000428379,0.02030344,0
1029,1.772,488.604,25.332,0.171093086,0.000401877,0.020561834,0
1030,1.637,879.845,18.568,0.579687826,0.000473308,0.021636363,0
1031,1.844,200.071,32.436,0.185588081,0.000491321,0.022650857,0
1032,1.909,439.787,27.925,0.307826524,0.000364816,0.019310381,0
1033,1.791,781.809,19.795,0.251410256,0.00067228,0.026414898,0
1034,1.753,292.448,28.577,0.373693118,0.000382415,0.020170435,0
1035,1.928,359.707,28.391,0.084651556,0.000444529,0.02116227,0
1036,1.795,296.177,30.166,0.1885161,0.000456538,0.022090919,0
1037,1.87,367.843,26.365,0.528143926,0.000430657,0.021303662,0
1038,1.861,369.927,27.191,0.189763675,0.000390904,0.019100157,0
1039,1.89,478.889,27.147,0.274471154,0.000482833,0.022595946,0
1040,1.945,271.554,32.333,0.243800307,0.000859864,0.022221746,0
1041,1.827,222.569,31.405,0.197126348,0.000457987,0.021152484,0
1042,1.73,505.531,25.063,0.36321717,0.00040312,0.019581884,0
1043,1.785,664.484,21.838,0.074641359,0.001291142,0.039790512,0
1044,1.881,153.632,35.6,-0.022083628,0.000576003,0.020334009,0
1045,1.824,263.785,29.557,0.47000853,0.000488423,0.021826912,0
1046,1.791,287.128,28.882,0.499767538,0.000472273,0.021410302,0
1047,1.919,427.561,27.412,0.228700876,0.000510991,0.022773923,0
1048,1.739,382.746,26.376,0.129213451,0.000490286,0.022659996,0
1049,1.819,277.924,29.989,0.434965066,0.000408917,0.020486174,0
1050,1.783,628.588,21.962,0.341370631,0.000528176,0.023383967,0
1051,1.817,282.317,30.683,0.252927489,0.000420097,0.019613579,0
1052,1.678,483.54,24.642,0.352144193,0.000388626,0.020098453,0
1053,1.857,270.252,31.046,0.499298726,0.000425067,0.020267717,0
1054,1.809,375.404,27.038,0.688216879,0.00041223,0.019566018,0
1055,1.951,226.999,33.672,0.114292712,0.000662756,0.020571901,0
1056,1.852,419.466,26.433,0.383983349,0.000426309,0.020752272,0
1057,1.877,272.666,33.133,0.312637239,0.000397943,0.020216574,0
1058,1.84,371.07,27.639,0.526953904,0.000506643,0.02227758,0
1059,1.916,1051.323,19.5,0.295575175,0.000866697,0.029135731,0
1060,1.742,426.545,25.596,0.567109838,0.001365679,0.034790718,0
1061,1.717,669.16,23.481,-0.166703863,0.000404569,0.019896557,0
1062,1.831,303.59,29.342,0.398152161,0.000379723,0.019807907,0
1063,1.804,301.374,28.648,0.405848946,0.000427137,0.020541686,0
1064,1.763,356.84,26.914,0.267545984,0.000488009,0.022193777,0
1065,1.76,211.746,30.938,0.292689099,0.000598572,0.025232283,0
1066,1.903,453.432,26.551,0.5915001,0.000563581,0.024376701,0
1067,1.914,146.333,38.245,0.241515444,0.00037993,0.019927751,0
1068,1.899,462.734,27.536,0.06042137,0.000402913,0.019518341,0
1069,1.789,330.317,27.823,0.531104586,0.000404569,0.020931089,0
1070,1.858,557.603,25.126,0.261575202,0.001123642,0.034253945,0
1071,1.65,417.873,24.374,0.141643133,0.000627558,0.025355069,0
1072,1.869,269.19,30.952,0.283687424,0.000484282,0.022151756,0
1073,1.824,202.817,32.748,0.340893165,0.000378895,0.019650491,0
1074,1.803,395.507,26.873,0.447212761,0.000393181,0.020155032,0
1075,1.76,184.745,31.796,-0.080822966,0.000557783,0.023107856,0
1076,1.803,304.284,28.752,0.05348164,0.000379723,0.019219028,0
1077,1.793,186.256,33.025,0.417234768,0.000398772,0.019958896,0
1078,1.791,490.714,24.784,0.060354463,0.000953242,0.032603327,0
1079,1.783,576.492,22.924,0.764473964,0.000626109,0.027202653,0
1080,1.645,519.723,22.336,0.119589321,0.00061058,0.023652479,0
1081,1.83,423.86,25.452,0.065882142,0.000539149,0.023370682,0
1082,1.87,244.079,32.28,0.138259646,0.000397115,0.019969267,0
1083,1.682,928.597,18.667,0.271062954,0.000613686,0.024486869,0
1084,1.747,414.518,25.411,0.148199196,0.000462542,0.021342502,0
1085,1.907,233.246,32.292,0.07941829,0.000413472,0.02045077,0
1086,1.852,450.468,25.805,0.21719064,0.000391525,0.019739848,0
1087,1.813,245.35,30.824,0.065786585,0.000422168,0.019989993,0
1088,1.879,898.586,19.675,0.216938365,0.000685945,0.026079645,0
1089,1.822,318.514,28.642,0.519034188,0.000536043,0.021660274,0
1090,1.949,251.283,32.266,0.424084052,0.000377446,0.019734603,0
1091,1.892,315.143,29.771,0.085014107,0.000461921,0.021386112,0
1092,1.812,225.679,31.707,0.363626591,0.000360675,0.019186681,0
1093,1.863,776.313,20.448,0.25477283,0.000685945,0.02604787,0
1094,1.796,476.796,23.894,0.53163632,0.000694434,0.023752933,0
1095,1.692,234.172,29.991,-0.119621333,0.000588426,0.024363958,0
1096,1.792,597.851,24.158,0.374143872,0.001119708,0.02452911,0
1097,1.841,454.682,26.718,0.185176927,0.000364609,0.019299656,0
1098,1.685,684.338,21.999,0.087046429,0.000562545,0.025183001,0
1099,1.711,681.222,22.329,0.198830386,0.00038345,0.019618856,0
1100,1.866,247.348,32.484,0.006030375,0.000420304,0.020440644,0
1101,1.675,178.83,31.892,0.090303431,0.000753856,0.027145509,0
1102,1.813,330.04,27.514,0.607105435,0.000416992,0.020597047,0
1103,1.953,202.989,35.064,0.029610989,0.00045985,0.021869557,0
1104,1.855,194.203,33.758,0.364281336,0.000377032,0.019597738,0
1105,1.768,504.607,23.96,0.039819651,0.00060147,0.024406411,0
1106,1.842,845.052,20.648,0.495671688,0.000523414,0.022356439,0
1107,1.932,235.996,32.59,0.085091082,0.000571863,0.021429634,0
1108,1.681,660.047,20.172,0.114410339,0.000558405,0.02319282,0
1109,1.534,515.549,21.667,0.73677862,0.000451776,0.021181828,0
1110,1.829,380.025,26.471,0.422955186,0.000517202,0.023290812,0
1111,1.778,442.6,24.953,0.714723744,0.000873943,0.029071704,0
1112,1.743,619.741,20.776,0.110189482,0.000525277,0.02242579,0
1113,1.881,227.999,31.325,0.112864848,0.000515546,0.022864656,0
1114,1.752,396.99,26.58,-0.078634978,0.000478278,0.021113294,0
1115,1.77,436.96,26.841,0.272941231,0.000378688,0.019818357,0
1116,1.737,350.866,27.396,0.163605616,0.000496084,0.022471905,0
1117,1.861,271.157,29.109,0.567453248,0.000462128,0.022696515,0
1118,1.789,300.741,28.538,0.309794565,0.000454053,0.020772217,0
1119,1.79,294.366,29.012,0.19122986,0.000588219,0.024163428,0
1120,1.706,1033.465,16.19,0.303137727,0.001222817,0.035570513,0
1121,1.82,387.718,26.896,0.013782826,0.000546189,0.023317466,0
1122,1.714,575.446,23.061,0.183933001,0.000395666,0.020415305,0
1123,1.626,1509.794,16.392,0.059335817,0.000427965,0.0207772,0
1124,1.693,498.301,22.73,0.102437699,0.000544946,0.023170491,0
1125,1.875,348.562,30.349,0.106265226,0.000418234,0.019969267,0
1126,1.738,488.881,24.348,0.608118715,0.000547638,0.022769377,0
1127,1.864,543.823,25.381,0.535373322,0.000417613,0.020349277,0
1128,1.772,630.009,21.725,0.07960354,0.001081197,0.033048003,0
1129,1.798,377.194,27.404,0.671636435,0.00049422,0.02098049,0
1130,1.77,366.213,25.59,0.18180641,0.000507264,0.022545493,0
1131,1.825,278.878,28.712,0.458299306,0.000456331,0.020592021,0
1132,1.788,404.366,26.359,0.660644358,0.000524449,0.022932471,0
1133,1.845,344.684,26.914,0.089292274,0.000727147,0.02732795,0
1134,1.794,250.296,29.524,0.313598276,0.00054888,0.023656855,0
1135,1.758,515.492,24.921,0.048549995,0.000467511,0.020782182,0
1136,1.923,333.29,28.654,0.231674572,0.000398772,0.020400087,0
1137,1.888,251.118,32.143,0.052180865,0.000423617,0.020812048,0
1138,1.81,500.923,23.795,0.312494172,0.000570413,0.024457258,0
1139,1.685,573.829,22.104,0.552327331,0.000486766,0.022286872,0
1140,1.905,951.254,20.264,0.64195421,0.001026951,0.042175073,0
1141,1.77,232.259,31.161,0.635835164,0.000435419,0.021010074,0
1142,1.898,432.711,27.687,-0.051158177,0.0003849,0.01958717,0
1143,1.805,312.068,30.689,0.599421073,0.000417406,0.019984814,0
1144,1.805,449.148,25.591,0.728754579,0.001983713,0.054163109,0
1145,1.883,256.458,29.986,0.661011704,0.000507471,0.022462689,0
1146,1.768,302.746,28.424,0.27360868,0.000652404,0.025141859,0
1147,1.821,355.544,27.817,0.445252216,0.000439353,0.021453775,0
1148,1.949,313.05,30.538,0.528105592,0.00037993,0.021137796,0
1149,1.877,528.231,24.527,0.110882135,0.000467925,0.021289079,0
1150,1.775,257.781,29.793,0.290891083,0.001124677,0.028850079,0
1151,1.826,264.787,29.587,0.286644166,0.000432313,0.020526561,0
1152,1.804,369.276,27.734,0.759650473,0.00055033,0.02198758,0
1153,1.81,452.355,25.019,0.331161404,0.000402291,0.020211453,0
1154,1.98,163.743,35.877,0.136070086,0.000428793,0.020622163,0
1155,1.86,277.064,29.566,-0.04988124,0.000415128,0.02012419,0
1156,1.827,236.331,32.354,0.49906912,0.000635012,0.023441449,0
1157,1.708,505.367,23.228,0.932617863,0.004086478,0.064787765,0
1158,1.793,216.159,30.486,0.701987094,0.000392353,0.019760814,0
1159,1.712,252.787,29.114,0.337904699,0.000493392,0.021607636,0
1160,1.872,195.136,33.265,-0.1039053,0.000388419,0.019739848,0
1161,1.825,522.38,24.509,0.281157539,0.001157597,0.033066793,0
1162,1.514,501.966,23.053,0.481915337,0.000404362,0.020165302,0
1163,1.919,406.368,28.044,0.213667817,0.000418234,0.020906345,0
1164,1.833,636.542,21.321,0.285295791,0.00051244,0.022742081,0
1165,1.904,298.94,29.753,-0.179084266,0.00039815,0.019571308,0
1166,1.682,299.093,27.113,0.27939141,0.000598572,0.024876939,0
1167,1.995,214.28,35.009,0.449019288,0.000445564,0.020541686,0
1168,1.88,445.751,26.747,0.36101547,0.000467304,0.021196485,0
1169,1.905,362.537,31.2,0.305642926,0.000399393,0.019922555,0
1170,1.78,177.236,33.706,0.134510806,0.000446185,0.021361895,0
1171,1.857,412.682,27.216,0.709073354,0.000418441,0.021108391,0
1172,1.82,378.774,27.855,0.435900334,0.00133545,0.039847709,0
1173,1.902,284.808,30.977,0.09363625,0.000416371,0.020052042,0
1174,1.787,450.988,25.029,0.533311258,0.000941855,0.031065156,0
1175,1.789,502.672,24.747,0.429826137,0.000426309,0.021019927,0
1176,1.826,326.363,27.917,0.295391415,0.000489458,0.021717551,0
1177,1.746,417.19,25.539,0.228935887,0.000484282,0.022439634,0
1178,1.839,217.196,32.908,0.232157317,0.001572726,0.032805913,0
1179,1.718,667.914,24.761,0.348897759,0.000385521,0.020211453,0
1180,1.799,536.745,24.548,0.034892737,0.000571863,0.021578871,0
1181,1.759,133.012,35.776,0.270204371,0.000512233,0.023201746,0
1182,1.779,231.46,31.154,0.437373364,0.000389455,0.019682075,0
1183,1.84,497.333,25.469,0.517520334,0.000413472,0.021230646,0
1184,1.929,359.531,28.844,0.09165127,0.000508713,0.020139617,0
1185,1.796,452.489,26.016,0.476166285,0.000406225,0.020602073,0
1186,1.89,275.106,30.744,0.29084145,0.000468753,0.021235521,0
1187,1.748,547.019,23.603,0.264425422,0.000425688,0.020155032,0
1188,1.86,832.364,22.212,0.626583114,0.000467718,0.023939608,0
1189,1.749,677.839,24.922,0.438698107,0.000367715,0.019288925,0
1190,1.915,267.694,32.874,0.309045525,0.000401256,0.020149895,0
1191,1.663,927.908,18.796,0.039190754,0.000549502,0.023573564,0
1192,1.856,358.876,27.027,0.364626275,0.000523621,0.023241868,0
1193,1.875,216.897,32.539,0.578489043,0.000456952,0.021617216,0
1194,1.808,416.781,25.923,0.64782493,0.000376618,0.020226813,0
1195,1.827,513.699,25.102,0.506065908,0.000408296,0.020359449,0
1196,1.829,376.894,28.81,0.490862155,0.000429622,0.020772217,0
1197,1.787,287.822,27.997,0.55084285,0.000409538,0.021088764,0
1198,1.779,350.855,27.442,0.379634533,0.000384278,0.020026211,0
1199,1.719,892.977,20.294,-0.048908658,0.000489458,0.022048702,0
1200,1.883,315.144,28.702,0.572725682,0.000388419,0.020170435,0
1201,1.767,913.432,18.877,0.352553655,0.000554471,0.023709309,0
1202,1.945,218.099,33.409,0.443505968,0.000397943,0.020732308,0
1203,1.86,966.713,19.815,0.264073541,0.000593809,0.025436596,0
1204,1.836,420.093,26.079,0.203778789,0.000467718,0.021352201,0
1205,1.829,268.387,30.17,0.302300229,0.000388626,0.020349277,0
1206,1.732,167.983,33.289,0.532051381,0.000406846,0.019860102,0
1207,1.86,376.701,29.452,0.483074868,0.000442666,0.020566868,0
1208,1.839,370.775,27.845,0.467675515,0.000394631,0.019666289,0
1209,1.79,346.987,27.717,0.204911452,0.000411401,0.01990696,0
1210,1.782,1120.99,20.512,0.195664399,0.000470203,0.021684158,0
1211,1.954,308.072,30.215,0.069531278,0.000451569,0.021569274,0
1212,1.896,695.312,24.829,0.321868758,0.000357569,0.019288925,0
1213,1.748,264.275,29.535,0.096431279,0.000604162,0.023995758,0
1214,1.778,942.585,19.822,0.059804483,0.000618655,0.024389438,0
1215,1.607,317.226,25.691,0.169891518,0.000642465,0.024789395,0
1216,1.88,405.091,27.776,0.563015623,0.000603334,0.031088474,0
1217,1.734,681.06,22.68,0.831504326,0.00041782,0.019792222,0
1218,1.872,1081.66,17.767,0.634789043,0.000614721,0.023414936,0
