Label,GLRLM0,GLRLM1,GLRLM2,GLRLM3,GLRLM4,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135
Healthy,1.838,213.583,1372.997,14156.647,25.959,12.39060489,12.0200831,12.05855856,12.75484765,0.313893043,0.290422455,0.309434203,0.280432982,0.085029069,0.080530258,0.080964541,0.069825265,253.7972973,243.5893352,234.9826255,250.5207756,0.000838746,0.000907375,0.000860692,0.000872125,0.028961104,0.030122664,0.029337561,0.029531769
Healthy,1.91,370.386,1416.395,14474.866,25.055,29.12612613,27.96260388,25.31338481,28.20429363,-0.092955812,0.019553812,0.137358239,-0.037820372,0.034109068,0.037316806,0.048145604,0.031755738,1308.056628,1197.947368,1045.013514,1262.57687,0.000465234,0.000499728,0.000473722,0.000494212,0.021569274,0.022354588,0.021765167,0.022230888
Healthy,1.619,694.498,2159.373,7071.407,16.572,24.32496782,23.74930748,19.28764479,21.63781163,0.169062686,0.197375786,0.426085596,0.286717181,0.046419146,0.036817946,0.050370429,0.045794014,936.2657658,865.4182825,599.3661519,747.4591413,0.000482418,0.000506921,0.000497119,0.000525146,0.021964026,0.022514914,0.02229616,0.022916056
Healthy,1.848,450.88,1709.623,11167.994,20.909,23.86743887,27.70567867,31.06499356,31.06301939,0.714046956,0.629159883,0.551773371,0.532972432,0.044197775,0.032906935,0.033264191,0.031728053,935.2599743,1242.720914,1530.651866,1561.990997,0.000426102,0.000428269,0.000398565,0.000414601,0.020642233,0.020694671,0.019964082,0.02036176
Healthy,1.909,344.871,1446.619,14155.578,24.566,22.24839125,23.39058172,21.91377091,23.20844875,0.159995247,0.040873841,0.181138057,0.10701882,0.046528651,0.046044971,0.041176256,0.038864226,791.9009009,899.9736842,762.2162162,847.7375346,0.000505608,0.000541451,0.000518237,0.000527783,0.022485721,0.02326911,0.02276483,0.022973535
Healthy,2.067,118.959,1033.681,23349.558,34.388,32.95238095,33.6267313,33.84041184,37.02285319,0.562512248,0.52143812,0.526817482,0.447412821,0.045246481,0.043688796,0.050227461,0.045934402,1953.65251,2008.683518,2054.850708,2375.9259,0.000425274,0.000505483,0.000485731,0.000453927,0.020622163,0.022482941,0.02203931,0.021305568
Healthy,1.729,623.191,2106.611,7994.681,16.934,20.65444015,21.61703601,16.07271557,13.92036011,0.270350854,0.213877071,0.52142218,0.633716666,0.068392243,0.066106848,0.082942104,0.092563255,778.0366795,838.9272853,515.9864865,381.3427978,0.000592567,0.000638807,0.000699196,0.000708587,0.024342703,0.025274637,0.026442318,0.026619295
Healthy,1.894,238.617,1431.096,14010.107,24.82,34.32303732,35.10110803,29.86293436,27.31648199,0.157732292,0.083241588,0.317198598,0.420515804,0.02414391,0.026905438,0.037989165,0.043843838,1852.625483,1991.48892,1455.820463,1262.398199,0.000410987,0.00043882,0.000430036,0.000441698,0.020272824,0.020948038,0.020737301,0.021016608
Healthy,1.916,214.959,1308.733,16153.71,27.325,32.67438867,38.98684211,40.63963964,43.11980609,0.337056472,0.10121734,0.086458494,-0.01993545,0.04309944,0.026999577,0.02262406,0.019897539,1726.978121,2412.779086,2487.070785,2742.802632,0.000420719,0.000426351,0.000398358,0.000420116,0.020511425,0.020648271,0.019958896,0.020496743
Healthy,2.008,101.237,1059.347,21511.43,33.556,27.72651223,32.16412742,33.14929215,35.61357341,0.318307125,0.064631615,-0.013120765,-0.105625268,0.036904287,0.035431284,0.030619613,0.032324355,1233.185972,1703.291551,1903.957529,2015.265928,0.000447842,0.000458963,0.000441423,0.000460641,0.02116227,0.021423419,0.021010074,0.021462558
Healthy,1.793,382.769,1702.041,10804.66,21.016,21.01544402,16.62742382,20.82368082,26.96398892,0.446054124,0.635686195,0.374178047,0.165297543,0.082758365,0.069464778,0.070369843,0.056617448,1006.392535,592.6952909,1022.10296,1423.851801,0.000593188,0.000668542,0.000600435,0.000556558,0.024355458,0.02585617,0.024503774,0.02359149
Healthy,1.741,393.987,1740.61,10095.422,20.543,18.07464607,22.6599723,17.47104247,11.90304709,0.478275976,0.267981106,0.556102355,0.824557042,0.07903459,0.061721579,0.092642536,0.11576731,829.1634492,1172.240305,759.9214929,264.1288089,0.000735222,0.000657991,0.000821354,0.001008807,0.027114982,0.025651329,0.028659268,0.031761724
Healthy,1.851,733.446,1910.995,10102.198,18.698,12.79150579,12.88227147,11.84234234,11.03116343,0.312859266,0.309917337,0.395259001,0.441838924,0.078521539,0.076266577,0.091908518,0.09106658,263.4311454,267.6094183,241.7561133,209.6405817,0.00080479,0.000802825,0.000792367,0.000867569,0.028368819,0.028334173,0.028149016,0.02945453
Healthy,1.809,778.216,2098.964,8748.662,17.001,12.93629344,11.80609418,11.51222651,12.83933518,0.192474995,0.323119283,0.357389668,0.235681042,0.079151454,0.090270538,0.090185631,0.07098968,287.511583,235.9210526,225.2187902,267.9584488,0.000917423,0.000978833,0.000945789,0.000914808,0.030288995,0.031286307,0.030753676,0.0302458
Healthy,1.771,641.501,1853.101,9697.985,19.3,16.0978121,16.22437673,15.31595882,14.59141274,0.147478421,0.073964635,0.402113259,0.240504162,0.067645118,0.071257992,0.070022199,0.073915416,545.048906,598.2493075,446.5733591,400.5069252,0.000776839,0.000856779,0.000807482,0.000849825,0.027871825,0.029270781,0.028416219,0.029151752
Healthy,1.777,441.53,1813.642,9891.608,19.694,13.96010296,15.63019391,14.18146718,13.45914127,0.455781047,0.330565248,0.459980098,0.489990558,0.072589889,0.05855321,0.069332777,0.078106769,309.5122265,388.5623269,316.9279279,292.2264543,0.000643915,0.000655833,0.000649712,0.000687485,0.025375475,0.025609227,0.02548945,0.026219938
Healthy,1.918,210.937,1353.07,15222.501,26.277,23.48648649,20.55401662,17.69305019,24.57617729,0.116947113,0.192062129,0.403684,-0.033249876,0.038339114,0.049321724,0.05743033,0.035862944,854.5855856,742.0484765,522.3056628,947.4515235,0.000491528,0.000550564,0.000554057,0.00054289,0.022170442,0.023464092,0.023538406,0.023300005
Healthy,1.999,174.993,1221.736,18186.738,29.002,43.1962677,40.46537396,32.71685972,32.33587258,-0.044536533,0.116598384,0.374604976,0.319914506,0.025548412,0.023725321,0.034251072,0.044651063,2968.824324,2545.559557,1800.694981,1934.57133,0.000385935,0.000418438,0.000392146,0.000426591,0.019645222,0.020455756,0.01980268,0.020654077
Healthy,1.721,354.611,1657.985,10467.757,21.55,17.39382239,15.73614958,12.54761905,14.74030471,0.150276664,0.279460743,0.531454313,0.347651147,0.047484308,0.060037138,0.071738054,0.06832609,466.7490347,384.5810249,259.3391248,344.6225762,0.000640602,0.000679092,0.000725077,0.000712424,0.025310116,0.026059401,0.026927253,0.026691264
Healthy,1.991,202.183,1302.872,16734.543,27.202,31.37129987,31.13919668,30.36036036,33.75,0.251227594,0.26099526,0.302942567,0.159053796,0.03680126,0.031337196,0.031072406,0.025096843,1636.77027,1575.141967,1490.530245,1762.366343,0.000406846,0.000430667,0.000415128,0.000428989,0.020170435,0.020752526,0.020374698,0.020712045
Healthy,1.889,263.195,1392.374,14459.819,25.536,17.8005148,20.20567867,19.78314028,19.66135734,0.320017406,0.1708252,0.211164287,0.190434409,0.060254992,0.052855002,0.048315811,0.054240532,544.6164736,665.7763158,641.5900901,649.7666205,0.000588219,0.000603318,0.000578488,0.000604997,0.024253231,0.024562532,0.024051778,0.024596677
Healthy,1.811,293.902,1538.372,12065.883,23.118,24.29021879,26.5533241,20.57722008,22.38227147,0.376811561,0.315306079,0.649449189,0.533938876,0.059444917,0.04817781,0.054415539,0.057297532,1222.045689,1367.515928,751.3198198,943.3379501,0.000560268,0.00056615,0.000583457,0.000595884,0.02366998,0.023793909,0.024154858,0.024410743
Healthy,1.766,414.7,1769.594,10076.206,20.166,13.86936937,12.48891967,11.71621622,14.73961219,0.223677315,0.275305671,0.462779911,0.12510033,0.072618377,0.089166082,0.094449804,0.069829781,332.1100386,273.300554,230.2953668,369.132964,0.00081038,0.000897783,0.000870631,0.000827524,0.028467177,0.02996303,0.029506452,0.028766716
Healthy,2.025,153.173,1206.144,18747.838,29.411,25.52123552,24.66481994,22.79021879,24.26108033,-0.005346075,0.05161921,0.161150604,0.114283164,0.037393856,0.043457164,0.041973103,0.046234499,1097.555985,1013.887812,873.3191763,968.248615,0.00050685,0.000532339,0.000516167,0.000534977,0.022513328,0.023072481,0.022719309,0.023129572
Healthy,1.983,290.356,1367.272,15893.326,25.934,32.13320463,33.08725762,25.68211068,25.89404432,0.070699171,0.035193381,0.328638464,0.316970896,0.038935251,0.033773906,0.046342676,0.052015424,1774.102317,1803.371191,1208.060489,1260.820637,0.000430657,0.000444096,0.000448877,0.000469034,0.020752272,0.021073579,0.021186715,0.021657196
Healthy,1.993,236.861,1292.475,16963.25,27.403,28.78957529,23.26108033,26.93307593,30.31855956,0.02507821,0.372661419,0.210593216,-0.094012117,0.037920607,0.054272118,0.037846305,0.040702524,1635.902831,963.0768698,1332.65251,1740.878116,0.000477035,0.000525385,0.000476828,0.000503564,0.021841136,0.022921287,0.021836396,0.022440238
Healthy,1.81,897.305,2080.353,8782.851,17.112,25.07593308,25.0900277,19.1003861,21.46606648,0.575534078,0.524243695,0.690752734,0.699027059,0.054251049,0.071646237,0.090075067,0.066010542,1099.67825,1261.822715,917.6048906,803.7278393,0.00052507,0.00058917,0.000639981,0.000575022,0.022914406,0.024272828,0.025297843,0.023979626
Healthy,1.979,336.918,1476.053,14666.232,24.063,25.68018018,25.99515235,28.57657658,28.67936288,0.278271109,0.252341872,0.126468173,0.162954952,0.048548617,0.041448699,0.043915871,0.032939724,1130.920849,1138.297091,1314.741313,1280.114266,0.000456745,0.00047431,0.000442458,0.000464238,0.021371585,0.02177865,0.021034696,0.02154619
Healthy,1.571,839.741,2477.023,5741.143,14.4,17.51222651,14.99030471,14.42857143,16.75415512,-0.043790597,0.13255413,0.117151575,0.015834556,0.062463924,0.08015534,0.090533456,0.065288422,531.7297297,432.7105263,411.7387387,489.5754848,0.000720108,0.000802825,0.000827565,0.000772132,0.026834826,0.028334173,0.02876743,0.027787261
Healthy,1.851,381.832,1736.74,10869.82,20.456,24.84555985,19.72022161,20.63835264,28.5567867,0.380309775,0.595126341,0.540325025,0.188631029,0.051749317,0.07109786,0.055956853,0.045815883,1142.423423,713.0927978,769.998713,1445.596953,0.000515132,0.000579339,0.000539356,0.000492294,0.022696515,0.024069456,0.023224044,0.0221877
Healthy,1.917,218.464,1400.862,14493.653,25.304,14.6956242,15.56786704,17.03088803,16.91274238,0.155452883,0.068608918,-0.033400329,-0.041280027,0.084905706,0.079915122,0.072847677,0.071196357,416.6454311,443.7950139,509.1209781,509.6869806,0.000867111,0.000906176,0.000832327,0.000851983,0.029446747,0.030102756,0.028850079,0.029188744
Healthy,1.869,185.88,1345.217,14720.335,26.45,16.73359073,14.60803324,14.29407979,16.47160665,0.030381429,0.230556043,0.256040706,0.051499479,0.060745189,0.073859559,0.06865227,0.059150312,446.1145431,350.1523546,330.8912484,427.9369806,0.000650126,0.000723454,0.000688844,0.000684368,0.025497571,0.0268971,0.026245835,0.026160425
Healthy,1.604,1062.396,2692.432,5448.353,13.297,13.4002574,12.25484765,10.14350064,11.32409972,0.002133611,0.169442352,0.358366672,0.27885704,0.081502243,0.096871577,0.105686554,0.091820007,311.8597169,259.4168975,194.53861,226.83241,0.00103399,0.001056526,0.001115153,0.001073071,0.032155721,0.032504243,0.033393902,0.03275777
Healthy,1.791,393.608,1708.987,10604.612,20.839,14.01158301,13.47022161,10.25546976,13.49168975,-0.002341215,-0.005803325,0.439121853,-0.042817073,0.072680011,0.074442502,0.097296367,0.07758447,322.6074646,314.7541551,171.4060489,326.3407202,0.000917837,0.0009937,0.001019497,0.00097092,0.03029583,0.03152301,0.031929566,0.031159587
Healthy,1.877,206.494,1400.629,14166.455,25.402,18.54954955,14.82894737,15.20978121,18.23130194,0.017897515,0.26977726,0.263119716,0.043055498,0.060374301,0.076519149,0.067513039,0.059013863,573.5817246,417.2139889,406.7374517,555.9293629,0.000666897,0.000749591,0.000721971,0.000675496,0.025824347,0.027378667,0.026869523,0.025990296
Healthy,1.673,676.613,2248.198,7099.241,15.935,23.11518662,21.57271468,17.72715573,20.86980609,0.188220201,0.178969816,0.41946427,0.30263226,0.039342565,0.05197036,0.087145643,0.04403079,869.3365508,831.5685596,617.5495495,698.8905817,0.00052155,0.000568788,0.000554057,0.000574783,0.022837474,0.023849273,0.023538406,0.023974625
Healthy,1.95,192.047,1291.173,16377.336,27.473,29.94723295,25.45152355,24.08429858,26.82686981,0.525422879,0.613008287,0.70208992,0.628777986,0.039526381,0.065136354,0.043446164,0.043055446,1681.710425,1373.981994,1038.264479,1316.207756,0.000450533,0.000494452,0.000464819,0.000479345,0.021225769,0.02223628,0.021559673,0.021893954
Healthy,1.732,388.533,1743.127,9826.206,20.458,16.44337194,16.62950139,15.98906049,16.16897507,0.060959811,0.036638962,0.062275327,0.038706528,0.07473535,0.073189426,0.067386707,0.082601255,487.0469755,494.3885042,454.7406692,488.8573407,0.000883882,0.000884355,0.000921771,0.000903538,0.029730148,0.029738103,0.030360685,0.030058912
Healthy,1.67,772.987,2213.282,7325.863,16.161,10.85521236,10.45567867,8.306949807,10.29432133,0.146562836,0.178714264,0.436112459,0.18317367,0.097227892,0.091192715,0.12457112,0.107945169,198.1023166,183.9819945,117.520592,183.2015235,0.001219918,0.001300874,0.001377895,0.001304231,0.034927328,0.036067636,0.037120004,0.036114145
Healthy,1.892,270.681,1399.945,14451.987,25.445,21.96203346,24.56855956,26.40990991,26.49861496,0.393856181,0.300782117,0.172242493,0.178615787,0.051471806,0.035317808,0.034197255,0.035089868,781.7844273,917.2222992,1109.664736,1078.137119,0.000460472,0.000471672,0.00045074,0.000493973,0.0214586,0.021718008,0.021230646,0.022225494
Healthy,1.663,447.876,1919.073,8268.191,18.595,26.28442728,28.00484765,21.04697555,19.24445983,-0.030100568,-0.127059726,0.343280128,0.427023001,0.054160406,0.042844877,0.066241517,0.075638827,1200.096525,1340.43144,795.0611326,674.7222992,0.000503537,0.000537375,0.000558819,0.00058917,0.022439634,0.023181351,0.023639345,0.024272828
Healthy,1.872,279.492,1483.844,13143.54,23.922,22.34169884,23.66689751,20.33268983,20.50277008,0.241426231,0.134137999,0.352951281,0.330062143,0.04912952,0.040382984,0.056742876,0.051109521,861.1525097,959.8885042,705.7638353,749.5914127,0.000513061,0.000525625,0.000538114,0.000550803,0.022650857,0.022926517,0.023197283,0.023469201
Healthy,1.678,294.582,1631.231,10157.03,21.913,22.11840412,20.49792244,19.92277992,22.51523546,0.009381865,0.158193858,0.151513388,0.012023827,0.049934807,0.045055228,0.049317848,0.039916716,818.9446589,656.0020776,652.9202059,777.3254848,0.000532524,0.000575262,0.000559647,0.000570227,0.023076475,0.023984625,0.023656855,0.023879418
Healthy,1.734,475.321,1892.327,9000.787,18.838,16.32239382,17.0533241,15.24710425,15.47922438,0.272484338,0.194065555,0.314063729,0.292245627,0.06542453,0.06023151,0.068890281,0.07821999,457.8500644,488.6419668,406.5328185,431.5,0.000598986,0.000643603,0.000647435,0.000657031,0.024474183,0.025369334,0.025444735,0.025632625
Healthy,1.766,402.397,1771.85,9937.444,20.094,28.61583012,23.58379501,22.59073359,28.28462604,-0.002993943,0.248372014,0.27800001,-0.026023479,0.039360228,0.048638568,0.042899916,0.033744473,1265.092021,938.7610803,852.3873874,1294.643352,0.000455502,0.000497569,0.00046689,0.000515794,0.021342502,0.022306265,0.021607636,0.022711092
Healthy,1.545,557.417,2081.068,7054.863,17.416,20.73359073,28.13642659,29.98777349,31.00207756,0.622810709,0.383077221,0.254343289,0.205694929,0.052026591,0.034008119,0.03575335,0.032719616,744.5675676,1260.641967,1510.559202,1591.529778,0.000452397,0.000459682,0.000425481,0.000451769,0.021269619,0.021440202,0.020627182,0.02125486
Healthy,1.996,203.854,1283.72,17093.301,27.58,26.14092664,23.51385042,21.17631918,25.74030471,-0.049065541,0.126128346,0.274518056,0.011225224,0.044304549,0.052419991,0.049604549,0.045237171,1185.223295,987.965374,796.0643501,1111.155817,0.00051037,0.000535936,0.00051037,0.000532339,0.022591364,0.023150297,0.022591364,0.023072481
Healthy,1.873,260.775,1367.411,14660.883,25.989,35.26190476,33.52216066,27.68018018,32.3067867,0.081413288,0.152511409,0.401816883,0.227621671,0.0298448,0.02899102,0.040783551,0.033730556,1904.417632,1776.051247,1226.645431,1607.331717,0.000394631,0.000428509,0.000413472,0.000430188,0.019865314,0.020700464,0.020334009,0.020740968
Healthy,1.515,750.865,2490.618,5484.418,14.443,9.613256113,11.20637119,10.82175032,11.37049861,0.535910436,0.434828535,0.435605096,0.386171219,0.104250694,0.077112378,0.092475569,0.088784252,162.4317889,192.6772853,185.3468468,209.5699446,0.000928811,0.00087788,0.000885124,0.000859177,0.030476397,0.029629046,0.029751033,0.029311714
Healthy,1.635,673.988,2265.085,6775.368,15.771,14.77541828,13.20429363,10.83848134,12.83102493,-0.170981607,-0.024187731,0.215264214,0.02543013,0.071210594,0.087747598,0.107555683,0.096525578,388.3172458,330.382964,236.7870013,314.0775623,0.001073329,0.001135178,0.001293213,0.001173784,0.032761704,0.033692399,0.035961266,0.034260536
Healthy,1.755,465.477,1782.249,9878.314,19.989,48.6023166,52.05401662,35.27799228,39.01315789,0.072063975,-0.031569831,0.472146308,0.373799867,0.02117389,0.020652585,0.042113407,0.035186556,3701.903475,4203.409972,2133.069498,2583.737535,0.000367094,0.000395178,0.000389869,0.000399255,0.019159685,0.019879086,0.019745091,0.019981355
Healthy,1.805,784.978,2039.004,9005.678,17.531,14.48777349,16.02493075,13.93629344,12.27977839,0.408198701,0.295145603,0.513754715,0.580058131,0.06443115,0.064517858,0.070159183,0.076977589,420.8108108,504.0152355,373.4253539,256.9473684,0.000700853,0.000732326,0.000709963,0.000771652,0.02647362,0.027061529,0.026645123,0.02777863
Healthy,1.773,369.631,1659.896,10890.189,21.571,16.35521236,11.94252078,16.40540541,19.88504155,0.692618348,0.844596424,0.657656687,0.542681901,0.120700466,0.150024305,0.103295264,0.093307071,686.1814672,321.91759,754.1441441,974.2520776,0.001136271,0.001709481,0.001046827,0.000854621,0.033708625,0.041345868,0.032354711,0.029233893
Healthy,1.686,437.229,1869.532,8736.066,19.097,19.09202059,18.76315789,16.46589447,17.65512465,0.362909472,0.382098358,0.492212824,0.425377982,0.052520584,0.056058063,0.063465421,0.062868492,595.4305019,577.5152355,460.3153153,525.7867036,0.000591118,0.000662067,0.000676628,0.000684608,0.024312916,0.025730665,0.026012076,0.026165008
Healthy,1.736,446.242,1826.391,9436.672,19.529,14.95624196,13.7534626,13.51351351,15.12811634,0.038736912,0.181380287,0.141563266,-0.006392764,0.075030529,0.078685099,0.082578017,0.069169537,390.1003861,326.6855956,325.3745174,399.5090028,0.000816799,0.0008786,0.000885745,0.000839514,0.028579689,0.029641184,0.02976147,0.028974361
Healthy,1.73,361.601,1774.753,9691.119,20.119,13.39124839,12.78947368,11.41763192,12.64058172,0.294921718,0.337023492,0.469309663,0.352712759,0.075639099,0.075381896,0.085844317,0.078536995,293.6280566,269.6731302,211.8951094,265.2278393,0.000757997,0.000807142,0.00082508,0.000817453,0.027531752,0.028410238,0.028724214,0.028591129
Healthy,1.952,166.464,1278.319,16505.135,27.733,19.69176319,20.56855956,17.1956242,17.45083102,0.303587317,0.267242208,0.454652255,0.413033846,0.061689641,0.04848422,0.063066423,0.058629438,705.1795367,704.1378116,510.0720721,560.8608033,0.000513061,0.00053114,0.000534801,0.000575022,0.022650857,0.023046484,0.023125769,0.023979626
Healthy,1.686,308.391,1650.893,10233.01,21.639,15.31338481,11.35110803,14.9034749,16.29916898,0.153091526,0.627487634,0.27330956,0.09687393,0.07467679,0.093030688,0.071620734,0.073532282,484.2065637,220.6239612,469.7387387,537.1246537,0.000837296,0.00091265,0.000841023,0.000814096,0.028936071,0.030210103,0.029000397,0.02853236
Healthy,1.833,487.763,1891.16,9829.123,18.817,16.25611326,15.80886427,14.51093951,14.54155125,0.113883388,0.161832491,0.289781708,0.274083255,0.055668634,0.063347065,0.074668688,0.068827843,438.1389961,419.6703601,369.6525097,358.8088643,0.000654267,0.000694679,0.0006758,0.000723694,0.025578645,0.026356762,0.025996152,0.026901558
Healthy,1.77,348.823,1745.085,10180.696,20.421,12.68532819,11.33518006,11.46911197,11.28047091,0.320049218,0.388507145,0.450063804,0.447818351,0.091265996,0.109759714,0.09290494,0.097713208,279.7123552,244.9390582,226.518018,225.0782548,0.00080831,0.000910972,0.000836882,0.000860376,0.028430788,0.030182309,0.028928915,0.029332159
Healthy,1.866,174.057,1321.315,15027.245,26.936,15.44272844,15.69113573,14.27091377,15.77562327,0.177485682,0.153128412,0.2946527,0.181471155,0.067855049,0.056856014,0.071463211,0.055338054,389.5778636,391.267313,326.0572716,380.8116343,0.000671038,0.000724173,0.00068491,0.000687965,0.025904398,0.02691047,0.026170784,0.026229082
Healthy,1.87,149.314,1259.409,15877.676,28.256,20.10810811,17.21883657,17.67181467,20.85249307,0.053654235,0.294966678,0.243589477,-0.011165744,0.05458889,0.061536794,0.054932157,0.045425727,693.4800515,495.8725762,530.6473616,723.6696676,0.000589461,0.000650317,0.000655716,0.000601879,0.024278828,0.025501319,0.02560696,0.024533227
Healthy,1.976,302.683,1491.076,14281.985,23.762,23.97232947,21.16689751,20.86808237,22.73614958,0.10732864,0.296326954,0.323000452,0.222328814,0.057813466,0.067657584,0.056008966,0.056754062,1060.15251,850.1004155,798.2168597,927.6225762,0.000486559,0.000537615,0.000505401,0.000515794,0.022058091,0.023186522,0.022481117,0.022711092
Healthy,1.972,221.862,1336.007,16046.514,26.526,29.38095238,26.28878116,23.05148005,27.69390582,0.362172948,0.467623734,0.595333891,0.398410239,0.044346468,0.047500743,0.047773077,0.04646995,1510.298584,1232.964681,924.2007722,1400.067867,0.000473722,0.000510278,0.00051596,0.000489896,0.021765167,0.022589344,0.022714752,0.022133597
Healthy,1.745,274.127,1583.201,11154.6,22.552,15.23166023,12.4265928,16.35521236,19.23476454,0.460689871,0.6319791,0.396426025,0.185256184,0.059864323,0.075311091,0.05103661,0.049175688,377.7284427,243.8947368,396.9279279,555.1585873,0.000585942,0.000692521,0.0005994,0.000594685,0.024206233,0.026315789,0.024482641,0.024386173
Healthy,1.802,322.031,1523.499,12187.1,23.341,27.48455598,24.08587258,20.6029601,25.98060942,0.256101082,0.348056848,0.526788966,0.332212577,0.03196023,0.047818378,0.049505954,0.039570907,1151.942728,994.2590028,706.2528958,1035.274238,0.000448463,0.000482702,0.000481176,0.000470713,0.02117694,0.021970488,0.021935728,0.021695914
Healthy,1.853,398.667,1582.356,12402.4,22.559,15.04568855,14.02839335,13.88352638,15.86703601,0.038594839,0.1458067,0.110129277,-0.106664091,0.0542613,0.065058185,0.075120447,0.062245521,355.6338481,317.0242382,316.0444015,406.6426593,0.000811208,0.000807142,0.000824252,0.000785081,0.028481719,0.028410238,0.028709794,0.028019291
Healthy,1.803,272.928,1518.723,12081.968,23.397,17.24259974,19.19459834,19.18211068,19.30193906,0.37703498,0.224769476,0.21164561,0.240047363,0.06028481,0.057006291,0.061700011,0.051663302,493.5501931,621.5076177,632.8217503,604.4307479,0.000579523,0.000573823,0.000569378,0.000563033,0.024073289,0.023954613,0.023861642,0.023728313
Healthy,1.73,588.14,1857.233,9164.076,19.116,20.57850708,22.33933518,22.56885457,21.36634349,0.309695823,0.190948801,0.253796993,0.288155023,0.047946335,0.047597849,0.060037801,0.057962221,708.6312741,851.6634349,856.7503218,748.5602493,0.000534594,0.000547686,0.000537079,0.000568068,0.023121292,0.023402694,0.023174959,0.023834187
Healthy,1.763,904.078,2392.966,7204.466,14.905,7.821106821,7.264542936,6.864221364,7.588642659,0.102330549,0.110664781,0.185251941,0.062773684,0.125785045,0.144877502,0.145462677,0.124423872,103.3642214,93.3767313,84.30952381,97.96537396,0.002102972,0.002307284,0.002320992,0.002250213,0.045858169,0.048034192,0.048176672,0.047436409
Healthy,1.894,226.428,1425.376,14080.886,24.964,15.91441441,17.38642659,16.3983269,15.03878116,0.340365307,0.19096954,0.252608872,0.362310621,0.064837357,0.05350844,0.068494172,0.066315563,422.8783784,490.6163435,444.3159588,376.9626039,0.000646813,0.000669501,0.000629836,0.000697317,0.025432526,0.025874711,0.025096525,0.026406753
Healthy,2.009,230.079,1260.534,17686.037,28.103,30.91891892,26.98891967,27.55534106,30.4632964,0.088428415,0.245947623,0.224293934,0.111045194,0.030240618,0.040512,0.034496852,0.033329307,1505.268983,1165.860111,1209.48713,1419.184903,0.000427965,0.000471432,0.000440595,0.000458963,0.02068732,0.021712487,0.020990356,0.021423419
Healthy,1.63,189.641,1437.09,11391.982,24.847,18.77606178,18.54916898,17.05855856,17.28393352,-0.005885001,-0.061462093,0.078479972,0.130906819,0.072831825,0.074901569,0.072939739,0.077702346,650.8867439,664.5283934,560.9633205,542.3434903,0.000701474,0.000766617,0.000780772,0.000787958,0.026485348,0.027687843,0.027942307,0.028070593
Healthy,1.874,209.491,1319.244,15250.839,26.952,31.52509653,25.75069252,26.91827542,32.79293629,0.18497541,0.436996684,0.39827889,0.102239757,0.035186576,0.041453185,0.038755842,0.031636317,1646.770914,1118.281163,1208.440798,1784.129501,0.000429622,0.000461121,0.000420512,0.000437382,0.020727315,0.021473728,0.020506378,0.020913669
Healthy,1.682,444.87,1915.508,8442.027,18.633,10.92728443,12.79155125,15.2046332,14.85041551,0.602935348,0.463757584,0.302221737,0.339160856,0.094729842,0.072208236,0.052613087,0.061838591,208.2902188,269.2029086,344.6962677,335.7119114,0.000764002,0.000726811,0.000674558,0.000706429,0.027640581,0.026959434,0.025972247,0.026578727
Healthy,1.793,676.855,1993.867,9008.95,17.852,13.81209781,13.31094183,12.08108108,12.66620499,-0.003839458,0.072513589,0.177111051,0.104585756,0.075004618,0.082574326,0.0952934,0.0843278,332.3667954,302.848338,258.3770914,289.265928,0.000953863,0.000943344,0.001023431,0.001017679,0.030884679,0.030713901,0.031991109,0.031901088
Healthy,1.806,381.281,1614.605,11470.817,22.049,21.28764479,18.3400277,16.92535393,19.73268698,0.035811574,0.250783135,0.335017836,0.110147641,0.050535212,0.06033335,0.068172146,0.063970402,807.8371943,599.0283934,520.6344916,719.0055402,0.000620933,0.000676455,0.000686359,0.000675496,0.024918519,0.026008742,0.026198459,0.025990296
Healthy,1.764,483.839,1897.929,9091.813,18.71,25.62419562,25.27631579,20.4993565,22.67174515,0.150669516,0.17656013,0.431620843,0.306330935,0.053682117,0.050501359,0.05391624,0.059189531,1132.272844,1070.594875,713.8133848,891.8199446,0.000484903,0.000504284,0.000519066,0.000544809,0.022020513,0.022456261,0.022783013,0.023341135
Healthy,1.643,364.063,1792.559,8811.536,19.905,25.54440154,24.80055402,21.43050193,22.96606648,0.46399392,0.379912516,0.568050401,0.569408449,0.051122289,0.066177119,0.056218988,0.057412722,1275.78121,1409.682825,981.6505792,915.682133,0.000476621,0.000528023,0.000490907,0.00050812,0.021831654,0.022978753,0.022156429,0.022541525
Healthy,1.809,296.593,1616.404,11306.248,21.953,21.14157014,20.56440443,18.24581725,19.77839335,0.172750582,0.229013295,0.350311781,0.235931971,0.05318602,0.043441219,0.050675288,0.053960015,750.2149292,678.4854571,550.7104247,654.6371191,0.000517202,0.000539533,0.000546189,0.000560395,0.022742081,0.023227853,0.023370682,0.023672666
